Season,DayNum,Team1ID,Team2ID,Team1_TeamName,Team2_TeamName,Team1_Seed,Team2_Seed,Diff_SeedNum,Target_Team1Win,Diff_Adj_Massey,Diff_Adj_Seed,Diff_Colley_Momentum,Diff_Final_Colley,Diff_Final_Massey,Diff_Massey_Momentum,Diff_Relative_Colley_Momentum,Diff_Relative_Massey_Momentum,Diff_SeedNumBase,Diff_SeedPlayInFlag,Diff_TournamentPrestige_5Y_Decay,Diff_adj_net_rating,Diff_avg_ast_rate,Diff_avg_ast_tov_ratio,Diff_avg_blk_pct,Diff_avg_def_rating,Diff_avg_drb_pct,Diff_avg_efg_pct,Diff_avg_ft_par,Diff_avg_ft_pct,Diff_avg_ft_score,Diff_avg_net_rating_game,Diff_avg_off_rating,Diff_avg_opp_ast_rate,Diff_avg_opp_blk_pct,Diff_avg_opp_efg_pct,Diff_avg_opp_massey,Diff_avg_opp_stl_pct,Diff_avg_opp_tov_pct,Diff_avg_orb_pct,Diff_avg_pf_per_poss,Diff_avg_possessions,Diff_avg_stl_pct,Diff_avg_three_par,Diff_avg_three_pct,Diff_avg_three_score,Diff_avg_tov_pct,Diff_avg_trb_pct,Diff_avg_ts_pct,Diff_away_net_rating,Diff_ceiling_score,Diff_games_played,Diff_home_away_net_bias,Diff_home_net_rating,Diff_net_ast_rate,Diff_net_blk_pct,Diff_net_efg,Diff_net_reb,Diff_net_stl_pct,Diff_net_tov,Diff_playmaking_defense_composite,Diff_pyth_win_pct,Diff_sos_adj_net_rating,Diff_three_factors_composite,Diff_weighted_massey_momentum,Team1_Color,Team1_AlternateColor,Team1_Logo,Team2_Color,Team2_AlternateColor,Team2_Logo
2005,134,1105,1324,Alabama A&M,Oakland,Z16a,Z16b,0.5,0,-10.427051044051982,0.0,-0.1051980001993994,-0.1538691883803991,-10.050143548669297,-2.1526522087130133,-0.3312463079296592,-0.5518877575741209,0.0,0.0,0.0,3.3197996729472674,-0.041426615541319656,-0.43013573250124026,0.025745440747157886,-18.30038199825708,-0.00893445615247268,-0.06445582491460644,0.060051316576495595,-0.04493493561665163,0.015000941840171589,4.228838687107591,-14.071543311149497,-0.06560363522432588,0.027809966559156726,-0.07660049979132622,-10.859156793888562,0.014839561544555444,0.06866581005256606,-0.015492638940111103,-0.004580872543217318,7.119124999999997,0.04455855907295732,-0.018534288143807642,-0.04473182519535246,-0.0560465120194667,0.03533514508124955,-0.006764725820126494,-0.05682181472660969,-1.1935542027839592,-11.574947471279488,-4,1.8180780283206452,0.6245238255366843,0.02417701968300623,-0.0020645258119988408,0.012144674876719774,-0.024427095092583784,0.029718997528401875,0.03333066497131651,0.6208392785270338,0.10977085005856585,-7.539357120941297,0.29434629376204735,-1.7866061912372653,790000,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2010.png,04091c,bc955c,https://a.espncdn.com/i/teamlogos/ncaa/500/2473.png
2005,136,1112,1429,Arizona,Utah St,X03,X14,11.0,1,-8.821250094836849,-3.0,-0.0199795502316283,0.28246409177871756,3.8397398502440403,0.9060524952868451,-0.0301337498322369,0.062054475465837304,-11.0,0.0,1.5,-13.461206179201604,-0.06722792043477466,-0.23524940680543227,0.008928415735445186,4.848479283293813,-0.0478692263595113,-0.057196585531473776,-0.05385475648779581,0.05369440414008053,-0.013904569562895819,-10.053160612919154,-5.2046813296253305,0.08564789700766007,-0.021814026115393445,0.04662644116946296,9.565380875885074,-0.015199834587605529,0.04150619339367623,0.036768530382681464,0.020573874198330344,9.284038461538465,0.0226716552885545,-0.021948184353818512,0.004849888785063983,-0.020336703710947923,0.001881962020029243,-0.030243305219377903,-0.0442407905295662,-15.464111455669329,9.982491199402146,4,6.816091132564896,-8.648020323104433,-0.15287581744243472,0.03074244185083863,-0.10382302670093674,-0.011100695976829833,0.03787148987616003,0.039624231373646984,0.45321940841956815,-0.1171824599705531,-3.8958253033165295,-0.37026612724809915,0.21288627169409022,cc0033,003366,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,0f2439,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/328.png
2005,136,1130,1335,Boston College,Penn,X04,X13,9.0,1,-2.59248998338171,-5.0,-0.0463041311918998,0.34661547807929316,7.942653345017465,-0.04569984345434541,-0.0654411695415886,0.037376068924974803,-9.0,0.0,1.0,10.669511198180722,0.06326315766074297,0.4957152712364271,0.011251280517413823,5.065071416518421,-0.031024586930314846,-0.008870434663288684,-0.002638713917245128,0.057127973071008364,0.023179230291110298,3.2140443511960193,8.279115767714444,0.03893616746111961,-0.021008282735367548,0.011825083878619136,7.148807191171305,-0.002686966482130543,-0.02521767736809022,0.058614084239532405,-0.06842250390537727,-2.37826923076922,-0.01097646914713861,-0.14185731494980075,-0.01384076207187096,-0.15387424345205636,-0.029348033156329223,0.015408987911843863,0.004823570004738653,9.474765799667,11.09800089062178,-2,-14.910933693969406,-5.436167894302407,0.024326990199623366,0.03225956325278137,-0.02069551854190782,0.02758949730921767,-0.008289502665008067,0.004130355788239004,0.23104149441709043,0.037805936096323656,17.818318389352026,0.07247349945571135,0.12782037805810814,8c2232,dbcca6,https://a.espncdn.com/i/teamlogos/ncaa/500/103.png,082A74,a6163d,https://a.espncdn.com/i/teamlogos/ncaa/500/219.png
2005,136,1153,1234,Cincinnati,Iowa,Y07,Y10,3.0,1,-1.4597795976340286,1.0,-0.008523115003260999,0.046618425448117784,-0.4879431339074145,-2.0759516159267277,-0.0112188772299731,-0.11943361294983999,-3.0,0.0,1.0,3.6889014907068987,-0.02524245178668516,-0.028224664763844887,0.03462881576045043,-3.032104842797125,-0.025933359469470063,-0.027171044237286945,0.058891138807616594,0.007906822337531372,0.035330130792929515,5.2344679675803025,2.202363124783176,-0.10368646528467984,-0.021969570042410645,-0.04121452190145086,-3.7453322964690026,-0.011488378765039761,-0.01650059199489265,0.05961573221840116,-0.015765596617808908,0.08149630541871034,-0.030062267348992436,0.01651151973507753,-0.03022643067965347,-0.005852208656308866,-0.009945730078531778,0.013155427045801749,-0.021040611938183296,2.4468937954214347,-6.196288721823388,-1,3.0911329537468077,5.5380267491682424,0.07844401349799468,0.05659838580286107,0.014043477664163917,0.033682372748931266,-0.018573888583952675,-0.006554861916360871,0.4563333699005525,0.09958405504161794,-0.05643080576210302,0.2392741911521643,-0.4019466526093927,000000,e00122,https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png,231f20,fcd116,https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png
2005,136,1211,1457,Gonzaga,Winthrop,W03,W14,11.0,1,-2.865912020970016,-5.0,-0.0037714449563308987,0.2352097202387906,9.795077924110874,-0.5087062406333688,-0.014363637565558598,-0.0613063941260397,-11.0,0.0,1.5,4.1366075088826815,-0.03175400658040306,0.21946765060374274,-0.02179991400244255,7.809207415286892,0.004457400693299918,0.033491948692504714,0.04157048014669329,0.07842932780008349,0.06892005636077497,2.742628950554291,10.551836365841169,0.07308462811839944,-0.017967712703510406,0.012701406555033268,7.442034445850002,-0.010650776656731892,-0.058805655818614216,0.03250619248708775,-0.03604050078463733,4.809586956521748,-0.0397761772468207,-0.10961967459267927,0.029251032245078468,-0.10870260561010991,-0.014749881551266858,0.040533614714071686,0.04709822953924647,2.843087658816124,12.119201171097146,-1,-2.7879571166567807,0.05513054215934332,-0.1048386346988025,-0.0038322012989321433,0.020790542137471446,0.036963593180387555,-0.029125400590088807,-0.04405577426734736,-0.9492276807069248,0.024373078554660532,11.578641954732682,-0.10019993241763014,-0.20091475524897012,041e42,c8102e,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,9e0b0e,fdb41e,https://a.espncdn.com/i/teamlogos/ncaa/500/2737.png
2005,136,1228,1192,Illinois,F Dickinson,X01,X16,15.0,1,-0.8079306261691617,-14.0,-0.0035501797744823004,0.5340200449070247,24.465505850642106,1.0480404463213229,-0.0098744011457937,0.551671377854185,-15.0,0.0,2.5,19.35252700902165,0.09182298091886243,0.6672593886121889,-0.013753135780816383,-7.100733836909541,0.01244788631047311,0.05216773450071455,-0.008625811382363124,0.06999191744023658,0.014964131571563927,19.377726366784078,12.276992529874562,0.022363500435792938,0.006372448140347466,-0.03538408502559326,12.565833274066105,-0.012232259512507712,0.012853344073985778,0.0006904505349163426,-0.0281783239717133,-4.845564516129031,0.010563377374235558,0.06470115919781394,0.030233517161921353,0.11828012346836453,-0.021976412972755932,0.020216899205634076,0.05555792539837745,17.617792913129747,22.039567452898456,3,0.05039871552485309,17.668191628654604,0.06945948048306949,-0.02012558392116385,0.0875518195263078,0.013138336845389453,0.02279563688674327,0.03482975704674171,0.483493219466294,0.28470765578593416,31.918360283087754,1.0777325266879547,1.8591903098110205,ff5f05,13294b,https://a.espncdn.com/i/teamlogos/ncaa/500/356.png,72293c,28334a,https://a.espncdn.com/i/teamlogos/ncaa/500/161.png
2005,136,1246,1184,Kentucky,E Kentucky,Y02,Y15,13.0,1,1.3600157377026025,-11.0,-0.0828706687244524,0.3530244123825519,19.52979614742754,-1.7033025272726436,-0.1617560668968484,-1.8294965307518396,-13.0,0.0,2.5,14.001957078706683,0.004898045124362316,-0.003684280161625475,0.037709829551373225,-10.14354918946718,-0.013431934739076778,-0.014984065061919516,0.047543558146180886,-0.01578687311526239,0.028746782058738957,12.183461802893692,2.039912613426509,-0.044734272666950625,0.02106284897460288,-0.016310309780045718,11.568493016547013,-0.03991684006444432,0.06088953093914237,0.02399885710095756,-0.04072440350325318,1.1879807692307764,0.03972190124481721,0.019064200340752235,-0.015762766874182488,-0.0014510785607624865,-0.015796290010022113,-0.0019756174928354797,-0.009921958064932013,10.544317204140722,15.072140929763387,1,-3.6369905516259813,6.90732665251474,0.04963231779131294,0.016646980576770345,0.0013262447181262016,0.010566922361880726,0.07963874130926153,0.07668582094916448,1.8164005769894858,0.23369451219932214,25.570450095253694,0.9092476148928946,-6.098364909761559,0033a0,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,660819,f0f0f0,https://a.espncdn.com/i/teamlogos/ncaa/500/2198.png
2005,136,1400,1305,Texas,Nevada,X08,X09,1.0,0,6.966146378452743,-5.0,0.0035538400641715005,0.028740154273334872,7.824806878299736,-0.886052189141556,0.0040500508581368996,-0.07495904143315871,-1.0,0.0,2.0,-2.6072722793976624,-0.09645582172928158,-0.2404396951120985,-0.0163301894123455,3.8789248239949785,-0.047026276234399145,0.03504261684091298,-0.030304781494160105,-0.005864738082260512,-0.023523584605933068,1.5688306260037024,5.447755449998667,-0.03831871190569647,0.010968781149589144,-0.0024086923163286755,6.4498068782997215,-0.009109792830351793,-0.012912638965765444,0.01026115833778074,0.017455708137851605,1.2219951923076877,-0.020454728312437498,0.1759618007038653,0.12035728736382278,0.265947868948892,-0.0012923460405679932,-0.01588522299717865,0.026096140524556444,-3.190198275450478,10.203666851188487,3,8.35220581080273,5.1620075353522505,-0.05813710982358511,-0.027298970561934643,0.03745130915724165,-0.036765117896618627,-0.011344935482085705,-0.01162029292519745,-0.6707179824314631,0.022445754693275255,3.842534598902059,-0.09352220262920807,-0.24557870388784667,af5c37,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,041e42,8a8d8f,https://a.espncdn.com/i/teamlogos/ncaa/500/2440.png
2005,136,1328,1310,Oklahoma,Niagara,Y03,Y14,11.0,1,3.334875504832299,-9.0,0.005426873122608901,0.3818847467490003,15.99586544991319,0.2483543103859649,-0.013351927381082797,-0.0910462077636352,-11.0,0.0,1.5,8.729605409248204,0.00048360764460464445,-0.26423266561798675,0.022963578756900638,-13.123602425737147,-0.028038179687285503,0.031077583063761627,-0.06527092101952325,-0.08282709392458942,-0.07143708022276926,9.47345138156486,-3.6501510441722758,-0.066809865714343,-0.04151291625890419,-0.05110434112301093,10.990370944418688,0.02142112728684195,0.059873985560507326,-0.016757318783116093,0.015180080705708698,-7.100480769230771,0.04060051236663956,-0.0874544753304416,0.02309840001728597,-0.08244487085836921,0.025134564334291565,-0.01771292457452156,0.010973902143075365,6.1412088486860466,18.483751857743563,2,1.487691944633312,7.62890079331936,0.06729347335894764,0.06447649501580482,0.08218192418677256,-0.04479549847040154,0.019179385079797606,0.03473942122621576,1.1949061348883667,0.1703353105143759,19.719976353666894,0.6749532632280666,-0.29751965010355597,990000,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,69207E,f0f0f0,https://a.espncdn.com/i/teamlogos/ncaa/500/315.png
2005,136,1334,1338,Pacific,Pittsburgh,W08,W09,1.0,1,-5.380072323142663,2.0,0.0337634252081691,0.03597506062750422,-4.52141182329567,0.07038678448537716,0.0407948826634365,0.036949858793804496,-1.0,0.0,-2.0,7.996733048987181,0.004546124179449884,0.06953786849332078,-0.02554682370965282,-1.8152808003276988,0.030207552933381066,0.035043534469485715,-0.02177881341866944,0.08586725672638995,0.02603910660718467,4.516385674075844,2.7011048737481644,-0.06984334987355734,-0.021231075353392415,-0.007974947739295912,-8.175397330542046,0.03767167581361465,-0.021053502847393907,-0.07407403578732819,-0.04467175868806933,-0.4581748188405754,-0.01854111819110725,0.02490617612783874,0.006391339851849309,0.02324659928031997,-0.0114450560797342,0.005029318017952811,0.04298365106544655,9.99382620196169,-7.204560648104029,-1,-6.960694749822677,3.0331314521390134,0.07438947405300722,-0.004315748356260404,0.04301848220878163,-0.04386648285394723,-0.0562127940047219,-0.009608446767659706,-0.8268435791737923,0.07353134407312589,-0.17866428155486425,-0.07706148642441246,0.11540657539137264,F47820,c2c3c0,https://a.espncdn.com/i/teamlogos/ncaa/500/279.png,003594,ffb81c,https://a.espncdn.com/i/teamlogos/ncaa/500/221.png
